ID_Nodo,Latitud,Longitud,Calle_A,Calle_B,Nombre_Esquina
2116945948,-24.7712366,-65.4258336,,,Nodo 2116945948
1392330364,-24.7725208,-65.4259803,,,Nodo 1392330364
2091748230,-24.7731457,-65.4260437,,,Nodo 2091748230
1170612466,-24.7737782,-65.4261327,,,Nodo 1170612466
1392302072,-24.77504,-65.4262927,,,Nodo 1392302072
3460650656,-24.7756544,-65.4263438,,,Nodo 3460650656
1392316149,-24.7763189,-65.4264111,,,Nodo 1392316149
3460650661,-24.7769222,-65.4264988,,,Nodo 3460650661
1390875710,-24.7775664,-65.426567,,,Nodo 1390875710
1392330423,-24.7782235,-65.4266472,,,Nodo 1392330423
1392318164,-24.7788212,-65.4267295,,,Nodo 1392318164
2091748235,-24.7794378,-65.4268014,,,Nodo 2091748235
12886803115,-24.7799898,-65.4268399,,,Nodo 12886803115
1387606353,-24.7800594,-65.4268447,,,Nodo 1387606353
1387606354,-24.7801053,-65.4261337,,,Nodo 1387606354
1392318167,-24.7788587,-65.4260066,,,Nodo 1392318167
1194373351,-24.777618,-65.4258421,,,Nodo 1194373351
1167269983,-24.7814031,-65.4171783,,,Nodo 1167269983
1170590735,-24.7812404,-65.4199328,,,Nodo 1170590735
1167269828,-24.7887843,-65.4262154,,,Nodo 1167269828
1194373326,-24.7874387,-65.4261005,,,Nodo 1194373326
2052323081,-24.7868234,-65.4260394,,,Nodo 2052323081
1167270262,-24.7861985,-65.4259962,,,Nodo 1167270262
1167270330,-24.7850018,-65.4258794,,,Nodo 1167270330
1167269939,-24.7802134,-65.4246728,,,Nodo 1167269939
1392318171,-24.7789505,-65.4245538,,,Nodo 1392318171
1211327785,-24.8024127,-65.419968,,,Nodo 1211327785
1211327777,-24.8011665,-65.4202675,,,Nodo 1211327777
1167270520,-24.7886878,-65.4275746,,,Nodo 1167270520
1167270516,-24.7898692,-65.4276821,,,Nodo 1167270516
1167270412,-24.7911281,-65.4278019,,,Nodo 1167270412
2052323157,-24.7917677,-65.4278593,,,Nodo 2052323157
1167269948,-24.7923851,-65.4279027,,,Nodo 1167269948
2133908589,-24.7930215,-65.4279654,,,Nodo 2133908589
1170591231,-24.7936561,-65.4280221,,,Nodo 1170591231
2133908594,-24.7942782,-65.4280673,,,Nodo 2133908594
1170591261,-24.7949166,-65.4281205,,,Nodo 1170591261
2134228916,-24.795545,-65.4281719,,,Nodo 2134228916
1167270228,-24.789053,-65.4219741,,,Nodo 1167270228
1167270329,-24.7902583,-65.4220389,,,Nodo 1167270329
2118016403,-24.7908931,-65.4221612,,,Nodo 2118016403
1167270422,-24.7915145,-65.4222763,,,Nodo 1167270422
2133908582,-24.792078,-65.4223293,,,Nodo 2133908582
1167269871,-24.7927754,-65.4223901,,,Nodo 1167269871
3220983676,-24.7934561,-65.4224487,,,Nodo 3220983676
1170591162,-24.794031,-65.4224917,,,Nodo 1170591162
1170591274,-24.7952835,-65.4225928,,,Nodo 1170591274
1167270059,-24.7888804,-65.4248301,,,Nodo 1167270059
1167270316,-24.7900636,-65.424934,,,Nodo 1167270316
4240571035,-24.7906883,-65.4249851,,,Nodo 4240571035
7686432653,-24.790985,-65.4250129,,,Nodo 7686432653
1167270420,-24.7913217,-65.4250444,,,Nodo 1167270420
2133908579,-24.7918849,-65.4250854,,,Nodo 2133908579
1167270125,-24.7925876,-65.4251442,,,Nodo 1167270125
1170590819,-24.7938424,-65.4252467,,,Nodo 1170590819
1170590977,-24.795099,-65.4253624,,,Nodo 1170590977
2134228918,-24.7957326,-65.4254195,,,Nodo 2134228918
1188226906,-24.7893489,-65.3934401,,,Nodo 1188226906
1553059378,-24.7892774,-65.3934284,,,Nodo 1553059378
1553059448,-24.789167,-65.3933907,,,Nodo 1553059448
1553059524,-24.7890822,-65.393321,,,Nodo 1553059524
1553059459,-24.7890331,-65.3932517,,,Nodo 1553059459
